Store,Year,Is_Holiday_Week,Total_Sales,Avg_Weekly_Sales,Median_Weekly_Sales,Min_Weekly_Sales,Max_Weekly_Sales,Weeks,Avg_Temperature,Avg_Fuel_Price,Avg_CPI,Avg_Unemployment,Avg_WoW_Growth
37,2010,Yes,2018701.19,504675.2975,514258.395,460331.7,529852.7,4,61.825,2.69775,210.239702725,8.4665,-5.3375
37,2011,No,25078826.06,522475.54291666666,519730.685,478503.06,605791.46,48,71.15979166666666,3.4455833333333334,214.30266593333332,8.154625000000001,1.0529166666666667
37,2011,Yes,2002669.71,500667.4275,514394.03,451327.61,522554.04,4,58.442499999999995,3.23325,215.43138415,8.001,-10.370000000000001
37,2012,No,21558895.09,525826.7095121951,525559.17,484032.75,564848.78,41,73.8390243902439,3.5489756097560976,220.35287881219514,6.882268292682927,0.7326829268292684
37,2012,Yes,1053879.6,526939.8,526939.8,526838.14,527041.46,2,69.34,3.5694999999999997,220.0366072,6.9335,-3.625
38,2010,No,15244585.14,346467.8440909091,340858.355,322046.76,383657.44,44,71.52522727272728,3.0624545454545453,126.36330867045454,14.159727272727274,0.6123255813953489
38,2010,Yes,1343209.38,335802.345,339221.29500000004,303908.81,360857.98,4,56.2,3.075,126.5919457,14.19525,-7.38
38,2011,No,18428931.25,383936.0677083333,381930.575,341098.08,449516.29,48,68.24895833333333,3.7780833333333335,129.01133895625,13.544333333333334,1.3412499999999998
38,2011,Yes,1511827.2,377956.8,385694.085,342667.35,397771.68,4,59.2975,3.586,129.28379354999998,13.326,-7.1625
38,2012,No,17671011.25,431000.2743902439,424904.95,397428.22,499267.66,41,73.70097560975609,4.0276097560975614,130.82542616829267,11.446414634146342,0.6090243902439026
38,2012,Yes,960062.2,480031.1,480031.1,469787.38,490274.82,2,70.395,3.923,130.6587258,11.5565,9.01
39,2010,No,59857013.42,1360386.6686363637,1311437.0350000001,1168582.02,2495489.25,44,70.05977272727273,2.696772727272727,210.0568942931818,8.453227272727274,1.1365116279069767
39,2010,Yes,5925262.9,1481315.725,1272947.77,1230012.16,2149355.2,4,61.18,2.69775,210.239702725,8.4665,1.0325000000000006
39,2011,No,69244391.59,1442591.4914583333,1395422.99,1158698.44,2554482.84,48,71.17479166666666,3.4455833333333334,214.30266593333332,8.154625000000001,1.225
39,2011,Yes,6533211.71,1633302.9275,1483242.71,1227893.89,2338832.4,4,58.362500000000004,3.23325,215.43138415,8.001,0.9900000000000002
39,2012,No,62832862.660000004,1532508.8453658537,1512227.34,1320301.61,1764847.94,41,72.72268292682926,3.5489756097560976,220.35287881219514,6.882268292682927,0.3043902439024389
39,2012,Yes,3052800.19,1526400.095,1526400.095,1442988.44,1609811.75,2,68.3,3.5694999999999997,220.0366072,6.9335,-1.28
4,2010,No,87042004.42,1978227.3731818183,1903521.59,1762539.3,3526713.39,44,61.23409090909092,2.7062954545454545,126.36330867045454,7.659022727272728,0.8486046511627907
4,2010,Yes,8638466.39,2159616.5975,2027064.1,1794868.74,2789469.45,4,47.1375,2.7135,126.5919457,7.56225,-4.3175
4,2011,No,101799498.84,2120822.8925,2074250.115,1814240.85,3676388.98,48,62.328125,3.4391041666666666,129.01133895625,5.8094375000000005,1.2110416666666666
4,2011,Yes,9292794.49,2323198.6225,2140493.15,2007105.86,3004702.33,4,47.87,3.2327500000000002,129.28379354999998,5.609999999999999,-1.8899999999999988
4,2012,No,88271423.88,2152961.5580487805,2149594.46,1928720.51,2470206.13,41,66.36731707317072,3.53580487804878,130.82542616829267,4.286048780487805,0.05829268292682937
4,2012,Yes,4499765.36,2249882.68,2249882.68,2125104.72,2374660.64,2,57.545,3.56,130.6587258,4.3420000000000005,5.685
40,2010,No,42457249.26,964937.4831818182,933939.1599999999,816838.31,1648829.18,44,50.344545454545454,2.864090909090909,132.4051054681818,5.437613636363636,1.086046511627907
40,2010,Yes,3900110.26,975027.565,961324.5549999999,811318.3,1166142.85,4,33.955,2.93375,132.498757525,5.448,-4.8950000000000005
40,2011,No,46248346.32,963507.215,950502.73,764014.75,1601585.7,48,45.796666666666674,3.6794375,135.15260160416668,4.721229166666666,1.0860416666666666
40,2011,Yes,4092196.61,1023049.1525,976665.755,908853.15,1230011.95,4,33.3025,3.5005,135.664377425,4.6345,0.5899999999999999
40,2012,No,39084373.46,953277.4014634147,954576.86,770157.29,1182901.56,41,49.90365853658537,3.810317073170731,137.9707604219512,4.175829268292683,0.3273170731707318
40,2012,Yes,2088033.88,1044016.94,1044016.94,999785.48,1088248.4,2,44.49,3.788,137.81980645,4.2085,6.15
41,2010,No,52621420.31,1195941.3706818183,1170490.835,991941.73,2225016.73,44,49.18204545454546,2.7230909090909092,190.076393575,7.4232272727272735,1.21
41,2010,Yes,5116800.34,1279200.085,1124164.3050000002,1001790.16,1866681.57,4,34.207499999999996,2.73075,190.531995625,7.473,-0.21749999999999936
41,2011,No,61114184.47,1273212.1764583334,1246451.46,1026439.93,2263722.68,48,46.505625,3.4595416666666665,193.51454330416666,6.955312500000001,1.298125
41,2011,Yes,5601689.84,1400422.46,1272486.565,1150003.36,1906713.35,4,36.4025,3.2865,194.656270875,6.915,2.030000000000001
41,2012,No,54256851.55,1323337.8426829267,1331514.44,1079398.81,1560590.05,41,52.550000000000004,3.5829512195121955,197.71121281707318,6.49129268292683,0.15365853658536582
41,2012,Yes,2630988.38,1315494.19,1315494.19,1238844.56,1392143.82,2,44.705,3.3495,197.507277,6.5105,2.4
42,2010,No,23382038.6,531409.9681818183,527038.3500000001,465993.51,607218.6,44,73.27795454545455,3.040068181818182,126.36330867045454,9.331613636363636,0.23325581395348832
42,2010,Yes,2116051.31,529012.8275,549003.335,428953.6,589091.04,4,59.75,3.02475,126.5919457,9.2425,-1.2199999999999998
42,2011,No,26848737.2,559348.6916666667,557362.21,479256.8,649111.23,48,71.31958333333334,3.7447916666666665,129.01133895625,8.345020833333333,0.8916666666666666
42,2011,Yes,2268565.4699999997,567141.3674999999,593044.655,454412.28,628063.88,4,62.5425,3.585,129.28379354999998,8.187249999999999,0.25
42,2012,No,23658035.05,577025.2451219512,576620.31,504760.57,664348.2,41,74.51097560975609,3.9892439024390245,130.82542616829267,7.3248292682926825,0.11658536585365847
42,2012,Yes,1292324.7999999998,646162.3999999999,646162.3999999999,617405.35,674919.45,2,69.39999999999999,3.923,130.6587258,7.3575,18.505
43,2010,No,28963706.32,658266.0527272727,657854.41,557543.62,725043.04,44,69.38727272727273,2.696772727272727,203.24830755681816,9.810636363636364,-0.18441860465116278
43,2010,Yes,2573299.67,643324.9175,658219.665,534740.3,722120.04,4,58.17,2.69775,203.43388184999998,9.939250000000001,-0.19500000000000028
43,2011,No,29593045.17,616521.774375,616160.375,533917.52,684655.91,48,68.70625,3.4455833333333334,207.366222225,10.456083333333334,0.508125
43,2011,Yes,2460150.28,615037.57,642389.605,505405.85,669965.22,4,54.36750000000001,3.23325,208.4300432,10.33375,-2.9524999999999997
43,2012,No,25649221.14,625590.7595121951,625196.94,572447.52,693249.98,41,71.14365853658536,3.5489756097560976,213.0879221219512,9.441146341463414,0.2282926829268293
43,2012,Yes,1326012.83,663006.415,663006.415,662198.65,663814.18,2,65.765,3.5694999999999997,212.7817546,9.469000000000001,8.585
44,2010,No,12487623.58,283809.62681818183,281611.78500000003,257361.3,365098.24,44,54.73886363636363,2.8327500000000003,126.36330867045454,7.850840909090909,0.704186046511628
44,2010,Yes,1119895.87,279973.9675,285156.13,241937.11,307646.5,4,38.4775,2.80975,126.5919457,7.78575,-6.92
44,2011,No,14321849.83,298371.87145833333,297423.02,276011.4,376233.89,48,50.963750000000005,3.478125,129.01133895625,6.695416666666667,1.094166666666667
44,2011,Yes,1176344.8399999999,294086.20999999996,301648.99,263917.85,309129.01,4,42.86,3.30425,129.28379354999998,6.485,-7.535
44,2012,No,13523258.42,329835.5712195122,331965.95,296947.06,361067.07,41,58.39487804878049,3.587,130.82542616829267,5.563731707317073,0.9319512195121952
44,2012,Yes,664115.3,332057.65,332057.65,325377.97,338737.33,2,52.19,3.4025,130.6587258,5.5905000000000005,-0.20500000000000002
45,2010,No,35296238.15,802187.2306818181,765668.175,678228.58,1682862.03,44,59.028636363636366,2.8574318181818184,182.33521520227274,8.823522727272728,1.80046511627907
45,2010,Yes,3240105.2199999997,810026.3049999999,700308.21,656988.64,1182500.16,4,43.605000000000004,2.9225,182.48380495,8.79575,-7.8100000000000005
45,2011,No,37582705.75,782973.0364583334,762371.0700000001,617207.58,1521957.99,48,56.59104166666666,3.642375,186.043972625,8.556041666666667,1.1883333333333332
45,2011,Yes,3552662.13,888165.5325,817929.815,746129.56,1170672.94,4,47.07,3.4645,186.9469415,8.555,3.0174999999999983
45,2012,No,31153460.39,759840.4973170732,757330.95,624081.64,899479.43,41,60.36780487804878,3.7819024390243903,190.9020375195122,8.569146341463414,-0.3068292682926829
45,2012,Yes,1570169.78,785084.89,785084.89,766512.66,803657.12,2,56.35,3.7755,190.64264020000002,8.553999999999998,5.255
5,2010,No,13431129.2,305252.93636363634,296983.68000000005,268929.03,466010.25,44,68.8575,2.696772727272727,211.84558542954545,6.572159090909091,0.35186046511627916
5,2010,Yes,1404901.57,351225.3925,309179.39,298180.18,488362.61,4,58.9025,2.69775,212.027638025,6.6495,5.297500000000001
5,2011,No,14980594.29,312095.714375,307163.33499999996,260636.71,458562.24,48,70.20020833333334,3.4455833333333334,216.12549503125,6.48975,0.37270833333333325
5,2011,Yes,1490225.71,372556.4275,335367.55,311590.54,507900.07,4,56.21,3.23325,217.2694469,6.4407499999999995,9.357500000000002
5,2012,No,13468949.34,328510.95951219514,325345.41,287523.98,402985.7,41,71.48756097560975,3.5489756097560976,222.25806853658534,5.747634146341463,-0.09658536585365854
5,2012,Yes,699888.79,349944.395,349944.395,349239.88,350648.91,2,67.435,3.5694999999999997,221.93973325,5.773,3.16
6,2010,No,70150308.97,1594325.2038636364,1553138.17,1275591.84,2727575.18,44,69.04045454545455,2.696772727272727,212.80942699545452,7.062931818181818,0.8653488372093023
6,2010,Yes,6762011.720000001,1690502.9300000002,1535166.94,1424225.44,2267452.4,4,58.57,2.69775,212.9914045,7.0615,-1.3925
6,2011,No,73710376.33,1535632.8402083332,1498557.69,1261253.18,2644633.02,48,70.66083333333333,3.4455833333333334,217.10691280625,6.804979166666667,0.8739583333333334
6,2011,Yes,6818386.619999999,1704596.6549999998,1542500.345,1483574.38,2249811.55,4,57.2925,3.23325,218.257782275,6.7212499999999995,1.575000000000001
6,2012,No,63086366.07,1538691.8553658538,1518177.71,1315610.66,1876359.39,41,71.68878048780488,3.5489756097560976,223.27910551707316,5.864585365853658,-0.19170731707317074
6,2012,Yes,3228680.9299999997,1614340.4649999999,1614340.4649999999,1608077.01,1620603.92,2,67.455,3.5694999999999997,222.96025315,5.9,5.125
7,2010,No,22943442.57,521441.8765909091,497653.155,372673.61,1045124.88,44,42.617045454545455,2.7230909090909092,190.076393575,9.033295454545454,0.9927906976744185
7,2010,Yes,2624635.58,656158.895,632670.7,524104.92,835189.26,4,26.5275,2.73075,190.531995625,9.07625,12.2425
7,2011,No,27724610.77,577596.0577083334,558827.63,407012.47,1059715.27,48,33.897083333333335,3.4595416666666665,193.51454330416666,8.634625,0.24916666666666654
7,2011,Yes,2938029.75,734507.4375,714525.375,559903.13,949075.87,4,24.7525,3.2865,194.656270875,8.6165,14.162499999999998
7,2012,No,24206219.15,590395.5890243902,586467.16,457340.06,805642.61,41,46.244878048780485,3.5829512195121955,197.71121281707318,8.022780487804878,-0.87
7,2012,Yes,1161337.32,580668.66,580668.66,563460.77,597876.55,2,38.315,3.3495,197.507277,8.064,-0.4900000000000001
8,2010,No,39342968.59,894158.3770454546,870136.21,772539.12,1511641.09,44,62.405227272727274,2.696772727272727,214.64985999545453,6.33725,0.72
8,2010,Yes,3861506.25,965376.5625,913113.3,773586.49,1261693.16,4,50.055,2.69775,214.831694,6.37,-3.700000000000001
8,2011,No,43574544.6,907803.0125000001,895414.9550000001,782256.66,1462254.05,48,62.74583333333334,3.4455833333333334,218.98090715625003,6.283770833333333,1.0079166666666666
8,2011,Yes,3938241.56,984560.39,927359.8049999999,848358.09,1235163.86,4,45.8025,3.23325,220.1449856,6.23325,-0.7400000000000002
8,2012,No,37280359.339999996,909277.0570731707,905935.29,778178.53,1096232.89,41,65.41121951219513,3.5489756097560976,225.22875180243904,5.586219512195122,0.17170731707317058
8,2012,Yes,1953560.79,976780.395,976780.395,932160.37,1021400.42,2,58.290000000000006,3.5694999999999997,224.908912,5.6129999999999995,2.8
9,2010,No,22863865.7,519633.31136363634,507043.77,452905.22,873347.55,44,67.48181818181818,2.696772727272727,214.83300551363635,6.45275,0.6146511627906975
9,2010,Yes,2265354.06,566338.515,518756.33999999997,459770.85,768070.53,4,55.22,2.69775,215.01482520000002,6.49425,-1.0374999999999996
9,2011,No,26237363.91,546611.748125,539972.72,454021.69,905324.68,48,68.52208333333333,3.4455833333333334,219.16739243541667,6.3200416666666674,0.936875
9,2011,Yes,2448605.74,612151.435,552533.69,528784.86,814753.5,4,51.8775,3.23325,220.33278535,6.232,2.4974999999999987
9,2012,No,22798481.17,556060.5163414634,550414.99,474964.6,677885.99,41,70.0790243902439,3.5489756097560976,225.4227653902439,5.44270731707317,0.054146341463414606
9,2012,Yes,1175548.4100000001,587774.2050000001,587774.2050000001,565812.29,609736.12,2,65.98,3.5694999999999997,225.10282734999998,5.4719999999999995,4.475
